web-scraper-order,web-scraper-start-url,Title Links,Title Links-href,Title,Name,Project Type,Committee Approval Decision Date,References,Lay Summary
1616688199-34790,https://projects.slam.nhs.uk/research/cris/cris-projects?pageno=33&txtName=&txtProjectTitle=&txtLaySummary=&txtCommitteeApprovalDecisionDateFrom=&txtCommitteeApprovalDecisionDateTo=,Characteristics of Patients Treated in a DSPD Service – A Comparison with a Representative Sample of MSU Patients,https://projects.slam.nhs.uk/research/cris/cris_projectsdetails?ID=588,Characteristics of Patients Treated in a DSPD Service – A Comparison with a Representative Sample of MSU Patients,Alexis Cullen,Research,19-Jun-13,References :,"This study will ascertain demographic, clinical, and forensic characteristics of SLaM patients treated within a specialist Dangerous and Severe Personality Disorder (DSPD) service, and compare these with patients treated within standard medium secure unit (MSU) wards."
1616688966-35093,https://projects.slam.nhs.uk/research/cris/cris-projects?pageno=2&txtName=&txtProjectTitle=&txtLaySummary=&txtCommitteeApprovalDecisionDateFrom=&txtCommitteeApprovalDecisionDateTo=,Predicting organic aetiology of First Episode Psychosis,https://projects.slam.nhs.uk/research/cris/cris_projectsdetails?ID=1402,Predicting organic aetiology of First Episode Psychosis,Helena Ari?o,Research,07-Oct-19,References :,At least some cases of new-onset psychosis may have other underlying conditions as a cause of this. This study aims to identify psychosis with these underlying 'organic' causes in patients presenting with psychosis using clinical information contained in electronic health records.
1616688286-34824,https://projects.slam.nhs.uk/research/cris/cris-projects?pageno=29&txtName=&txtProjectTitle=&txtLaySummary=&txtCommitteeApprovalDecisionDateFrom=&txtCommitteeApprovalDecisionDateTo=,Paliperidone Long Acting Injectable Drug Utilization Study,https://projects.slam.nhs.uk/research/cris/cris_projectsdetails?ID=654,Paliperidone Long Acting Injectable Drug Utilization Study,Robert Stewart,Research,05-Feb-14,References :,"The overall aim of the wider study is to describe the use of depot paliperidone in clinical practice in Denmark, Sweden, the UK and Germany."
1616687999-34711,https://projects.slam.nhs.uk/research/cris/cris-projects?pageno=40&txtName=&txtProjectTitle=&txtLaySummary=&txtCommitteeApprovalDecisionDateFrom=&txtCommitteeApprovalDecisionDateTo=,Assessment of Persons in Acute Adult General Psychiatry who are also Affected by the Criminal Justice System – Is There a Typical Patient Trajectory? What Evidence-Based Procedures are Involved in this Process?,https://projects.slam.nhs.uk/research/cris/cris_projectsdetails?ID=434,Assessment of Persons in Acute Adult General Psychiatry who are also Affected by the Criminal Justice System – Is There a Typical Patient Trajectory? What Evidence-Based Procedures are Involved in this Process?,Stephen Neill,Research,29-Jul-10,"References :
                            Is Adult General Psychiatry a Pathway to the Prison Back Door? 
Neill, S. May 2012 In: Mental Health Today. p. 24-29.",This MSc study aims to explore the impact of the criminal justice system on people admitted to acute adult general psychiatry.
1616687973-34701,https://projects.slam.nhs.uk/research/cris/cris-projects?pageno=41&txtName=&txtProjectTitle=&txtLaySummary=&txtCommitteeApprovalDecisionDateFrom=&txtCommitteeApprovalDecisionDateTo=,Mental Health and Service Use of Adults with Learning Disability and Autism – Clinical Data,https://projects.slam.nhs.uk/research/cris/cris_projectsdetails?ID=387,Mental Health and Service Use of Adults with Learning Disability and Autism – Clinical Data,Lisa Underwood,Research,12-Oct-09,"References :
                            Health and Social Functioning of Adults With Intellectual Disability and Autism 
Underwood, L., McCarthy, J., Tsakanikos, E., Howlin, P., Bouras, N. & Craig, T. K. J. Jun 2012 In: Journal Of Policy And Practice In Intellectual Disabilities. 9, 2, p. 147-150.","To collect clinical and socio-demographic data on service users with autism who are on the current caseload of the Lambeth, Lewisham and Southwark MHiLD teams."
1616688231-34802,https://projects.slam.nhs.uk/research/cris/cris-projects?pageno=31&txtName=&txtProjectTitle=&txtLaySummary=&txtCommitteeApprovalDecisionDateFrom=&txtCommitteeApprovalDecisionDateTo=,Risk Factors for Relapse in Opioid Dependency,https://projects.slam.nhs.uk/research/cris/cris_projectsdetails?ID=619,Risk Factors for Relapse in Opioid Dependency,Karolina Bogdanowicz,Research,06-Nov-13,References :,The objective of the analysis is to identify specific risk factors for relapse in individuals with opioid dependency diagnosis.
1616688508-34912,https://projects.slam.nhs.uk/research/cris/cris-projects?pageno=20&txtName=&txtProjectTitle=&txtLaySummary=&txtCommitteeApprovalDecisionDateFrom=&txtCommitteeApprovalDecisionDateTo=,Psychosis and Diabetes Study,https://projects.slam.nhs.uk/research/cris/cris_projectsdetails?ID=892,Psychosis and Diabetes Study,Arann Rowe,Research,29-Oct-15,References :,
1616688914-35072,https://projects.slam.nhs.uk/research/cris/cris-projects?pageno=4&txtName=&txtProjectTitle=&txtLaySummary=&txtCommitteeApprovalDecisionDateFrom=&txtCommitteeApprovalDecisionDateTo=,The impact of infection on dementia progression: Quantifying the association of infection with outcomes among people with dementia,https://projects.slam.nhs.uk/research/cris/cris_projectsdetails?ID=1336,The impact of infection on dementia progression: Quantifying the association of infection with outcomes among people with dementia,Angelique Mavrodaris,Research,14-Mar-19,References :,"People with dementia could be at higher risk of being admitted to hospital with infections, which may affect their condition. This study seeks to establish whether infections resulting in hospital admissions are associated with worse health outcomes in people with dementia, what the added risk of infection is and which particular patients may be at increased risk of hospitalised infection."
1616688750-35009,https://projects.slam.nhs.uk/research/cris/cris-projects?pageno=11&txtName=&txtProjectTitle=&txtLaySummary=&txtCommitteeApprovalDecisionDateFrom=&txtCommitteeApprovalDecisionDateTo=,"Suicide, substance misuse and mortality in psychotic disorders",https://projects.slam.nhs.uk/research/cris/cris_projectsdetails?ID=1151,"Suicide, substance misuse and mortality in psychotic disorders",Edward Chesney,Research,24-Oct-17,References :,"This study will investigate the role of substance misuse and suicide in increased risk of death and reduced life expectancy in chronic psychotic disorders. The study will investigate the relationship between substance misuse, suicide, and mortality. In light of recent changes to service provision (e.g. addiction services), the study will assess whether there have been changes in these interactions and their effects on mortality over time."
1616688812-35031,https://projects.slam.nhs.uk/research/cris/cris-projects?pageno=8&txtName=&txtProjectTitle=&txtLaySummary=&txtCommitteeApprovalDecisionDateFrom=&txtCommitteeApprovalDecisionDateTo=,Determining temporal information in clinical text,https://projects.slam.nhs.uk/research/cris/cris_projectsdetails?ID=1247,Determining temporal information in clinical text,Sumithra Velupillai,Research,10-Jul-18,References :,"Natural language processing techniques have been successfully developed to extract clinical concepts such as symptoms (hallucinations), treatments (clozapine) and diagnoses (schizophrenia) from health record text such as data from CRIS, but these methods don’t currently capture the timing of these events. We will seek to develop methods that can ascertain when a symptom or treatment happened, finding time information (dates, durations), relevant concepts (symptoms, treatments), and linking these together."
1616688572-34938,https://projects.slam.nhs.uk/research/cris/cris-projects?pageno=18&txtName=&txtProjectTitle=&txtLaySummary=&txtCommitteeApprovalDecisionDateFrom=&txtCommitteeApprovalDecisionDateTo=,Investigating associations between Parkinsonian symptoms and outcomes in people with dementia.,https://projects.slam.nhs.uk/research/cris/cris_projectsdetails?ID=934,Investigating associations between Parkinsonian symptoms and outcomes in people with dementia.,Rob Stewart,Research,07-Apr-16,References :,"Stiffness in the limbs and slowed movements can be symptoms of Parkinson's disease but are also commonly seen to co-occur with dementia. Some studies have suggested that people with dementia who have these symptoms may have a worse outcome, but this is still unclear. This study will develop a means to ascertain these symptoms when they are mentioned in routine clinical records and will then evaluate associations with dementia progression, hospitalisation and mortality."
1616688288-34825,https://projects.slam.nhs.uk/research/cris/cris-projects?pageno=29&txtName=&txtProjectTitle=&txtLaySummary=&txtCommitteeApprovalDecisionDateFrom=&txtCommitteeApprovalDecisionDateTo=,A text mining based CAMHS service evaluation of factors moderating anxiety intervention effectiveness,https://projects.slam.nhs.uk/research/cris/cris_projectsdetails?ID=653,A text mining based CAMHS service evaluation of factors moderating anxiety intervention effectiveness,Andy Fugard,Research,07-Apr-14,References :,"To pilot an approach for uncovering factors which influence treatment outcomes: (a) family system  (b), parental, (c) social network  and (d) problems maintaining treatment."
1616688987-35101,https://projects.slam.nhs.uk/research/cris/cris-projects?pageno=1&txtName=&txtProjectTitle=&txtLaySummary=&txtCommitteeApprovalDecisionDateFrom=&txtCommitteeApprovalDecisionDateTo=,Investigating vocabulary used to report symptoms of psychosis in electronic health records,https://projects.slam.nhs.uk/research/cris/cris_projectsdetails?ID=1424,Investigating vocabulary used to report symptoms of psychosis in electronic health records,Andre Bittar,Research,21-Nov-19,References :,"In mental health records, the vocabulary used to describe psychosis symptoms can be highly variable (i.e. many different words or expressions may possibly be used to describe a single symptom), making it challenging to gain information from text fields in the record. The aim of this project is to develop a novel approach to model and extract symptoms starting from multiple documents, with an initial focus on patients with psychosis."
1616688648-34968,https://projects.slam.nhs.uk/research/cris/cris-projects?pageno=15&txtName=&txtProjectTitle=&txtLaySummary=&txtCommitteeApprovalDecisionDateFrom=&txtCommitteeApprovalDecisionDateTo=,Association between delirium and dementia with Lewy Bodies (DLB),https://projects.slam.nhs.uk/research/cris/cris_projectsdetails?ID=1022,Association between delirium and dementia with Lewy Bodies (DLB),Alexandra Chang-Tave,Research,04-Jan-17,"References :
                            https://kclpure.kcl.ac.uk/portal/en/publications/the-incidence-of-recorded-delirium-episodes-before-and-after-dementia-diagnosis(4047eeb9-7611-4151-a8cb-cab950fc920b).html",Delirium may affect the progression and development of dementia with Lewy Bodies. This project will investigate the relationship of delirium to dementia with Lewy Bodies and Alzheimer’s disease.
1616688732-35001,https://projects.slam.nhs.uk/research/cris/cris-projects?pageno=11&txtName=&txtProjectTitle=&txtLaySummary=&txtCommitteeApprovalDecisionDateFrom=&txtCommitteeApprovalDecisionDateTo=,Chemsex: a CRIS study,https://projects.slam.nhs.uk/research/cris/cris_projectsdetails?ID=1122,Chemsex: a CRIS study,Edward Chesney,Research,02-Oct-17,References :,"Chemsex, the use of drugs in a sexual context, is beoming more common and is beginning to impact on local sexual and mental health services. This study will investigate the number of patients who are known to practice chemsex and use drugs such as GBL, GHB, poppers, mephedrone and crystal meth. The study will then investigate admissions, use of mental heatlh services, diagnoses and deaths associated with chemsex drug abuse."
1616688567-34936,https://projects.slam.nhs.uk/research/cris/cris-projects?pageno=18&txtName=&txtProjectTitle=&txtLaySummary=&txtCommitteeApprovalDecisionDateFrom=&txtCommitteeApprovalDecisionDateTo=,Can we predict psychosis outside the UHR state?,https://projects.slam.nhs.uk/research/cris/cris_projectsdetails?ID=931,Can we predict psychosis outside the UHR state?,Paolo Fusar-Poli,Research,17-Mar-16,"References :
                            https://kclpure.kcl.ac.uk/portal/en/publications/development-and-validation-of-a-clinically-based-risk-calculator-for-the-transdiagnostic-prediction-of-psychosis(462f479d-666a-4b4e-8de9-9d083b4c9c86).html",This study will compare the risk of developing psychosis in people who have a pre-defined 'ultra high risk' state (UHR) with risk in people with other mental disorders.
1616688880-35059,https://projects.slam.nhs.uk/research/cris/cris-projects?pageno=6&txtName=&txtProjectTitle=&txtLaySummary=&txtCommitteeApprovalDecisionDateFrom=&txtCommitteeApprovalDecisionDateTo=,"Depression prodromal to Alzheimer’s disease: mechanisms, biomarkers and potential drug targets",https://projects.slam.nhs.uk/research/cris/cris_projectsdetails?ID=1308,"Depression prodromal to Alzheimer’s disease: mechanisms, biomarkers and potential drug targets",Mariia Bocharova,Research,17-Jan-19,References :,The project will investigate the association between late-life depression and dementia. We intend to assess clinical factors associated with the progression of late-life (especially late-onset) depression to dementia.
1616688013-34717,https://projects.slam.nhs.uk/research/cris/cris-projects?pageno=40&txtName=&txtProjectTitle=&txtLaySummary=&txtCommitteeApprovalDecisionDateFrom=&txtCommitteeApprovalDecisionDateTo=,A Classifier Model for Disease Progression in Alzheimer’s Disease,https://projects.slam.nhs.uk/research/cris/cris_projectsdetails?ID=448,A Classifier Model for Disease Progression in Alzheimer’s Disease,Petroula Proitsi,Research,15-Feb-11,References :,The aim of our study is to identify gene expression signals in blood that are predictive of rate of cognitive decline in Alzheimer's disease.
1616688090-34746,https://projects.slam.nhs.uk/research/cris/cris-projects?pageno=37&txtName=&txtProjectTitle=&txtLaySummary=&txtCommitteeApprovalDecisionDateFrom=&txtCommitteeApprovalDecisionDateTo=,Spatial Patterning of Self-Harm in South East London,https://projects.slam.nhs.uk/research/cris/cris_projectsdetails?ID=505,Spatial Patterning of Self-Harm in South East London,Catherine Polling,Research,04-Jul-13,"References :
                            Using routine clinical and administrative data to produce a dataset of attendances at Accident and Emergency Departments following self-harm.
Polling C, Tulloch A, Banerjee S, Dutta R, Cross S., Dargan PI, Wood DM, Hotopf M. 2015 In: BMC Emergency Medicine, 15, 15","This study aims to calculate standardised rates of attendance at A&E for episodes of self-harm at ward or LSOA level across Lambeth, Southwark, Lewisham and Croydon, to determine whether neighbourhood level characteristics including deprivation and social fragmentation explain differences in rates of self-harm presentation across the four boroughs, and to consider whether the individual characteristics of those individuals presenting account for area level differences in rates of self-harm presentation."
1616688574-34939,https://projects.slam.nhs.uk/research/cris/cris-projects?pageno=18&txtName=&txtProjectTitle=&txtLaySummary=&txtCommitteeApprovalDecisionDateFrom=&txtCommitteeApprovalDecisionDateTo=,The effectiveness of modafinil to treat the clozapine caused sedation,https://projects.slam.nhs.uk/research/cris/cris_projectsdetails?ID=935,The effectiveness of modafinil to treat the clozapine caused sedation,Xin Liu,Research,21-Apr-16,References :,"There is no effective medicine to treat sedation, which is one of the side effects of clozapine. Modafinil has been considered, but has not been fully investigated. We will use the CRIS database to identify cases where modafinil has been combined with clozapine, followed by a case by case manual review on potential efficacy in order to inform further research."
1616688849-35046,https://projects.slam.nhs.uk/research/cris/cris-projects?pageno=7&txtName=&txtProjectTitle=&txtLaySummary=&txtCommitteeApprovalDecisionDateFrom=&txtCommitteeApprovalDecisionDateTo=,Pathfinder: Exploring the association between Educational Attainment and Major Depressive Disorder (MDD).,https://projects.slam.nhs.uk/research/cris/cris_projectsdetails?ID=1276,Pathfinder: Exploring the association between Educational Attainment and Major Depressive Disorder (MDD).,Lauren Cross,Research,18-Oct-18,References :,"Evidence suggests that educational attainment plays an important role in both the prediction and presentation of depression; however, the exact trajectory and direction of this relationship remains unclear. Therefore, using linked data, this project intends to begin to explore this association."
1616688441-34887,https://projects.slam.nhs.uk/research/cris/cris-projects?pageno=23&txtName=&txtProjectTitle=&txtLaySummary=&txtCommitteeApprovalDecisionDateFrom=&txtCommitteeApprovalDecisionDateTo=,Extraction of tabulated IQ data for children with neurodevelopmental disorder,https://projects.slam.nhs.uk/research/cris/cris_projectsdetails?ID=826,Extraction of tabulated IQ data for children with neurodevelopmental disorder,Johnny Downs,Research,17-Apr-15,References :,This project will test whether a novel data extraction process can be used securely and accurately to retrieve anonymised IQ data from neurocognitive assessments in children with neurodevelopmental disorder held within the clinical record.
1616688354-34851,https://projects.slam.nhs.uk/research/cris/cris-projects?pageno=26&txtName=&txtProjectTitle=&txtLaySummary=&txtCommitteeApprovalDecisionDateFrom=&txtCommitteeApprovalDecisionDateTo=,Preclinical Signatures of Neurodegeneration,https://projects.slam.nhs.uk/research/cris/cris_projectsdetails?ID=734,Preclinical Signatures of Neurodegeneration,Alejo Nevado-Holgado,Research,01-Oct-14,References :,This project seeks to identify risk factors and early predictors of neurodegenerative disorders.
1616688261-34814,https://projects.slam.nhs.uk/research/cris/cris-projects?pageno=30&txtName=&txtProjectTitle=&txtLaySummary=&txtCommitteeApprovalDecisionDateFrom=&txtCommitteeApprovalDecisionDateTo=,The Effect of Ethinic Density on Psychosis Incidence,https://projects.slam.nhs.uk/research/cris/cris_projectsdetails?ID=634,The Effect of Ethinic Density on Psychosis Incidence,Peter Schofield,Research,05-Dec-13,References :,"This study aims to investigate whether greater ethnic density, at neighbourhood area level, is inversely related to psychosis incidence for members of minority ethnic groups, whether there are  differences in this effect between ethnic groups, whether this effect is different for sub-groups of psychotic illness, and whether this differs at different neighbourhood levels."
1616688971-35095,https://projects.slam.nhs.uk/research/cris/cris-projects?pageno=2&txtName=&txtProjectTitle=&txtLaySummary=&txtCommitteeApprovalDecisionDateFrom=&txtCommitteeApprovalDecisionDateTo=,The profile of alcohol use in suicidal crisis (Place of Safety),https://projects.slam.nhs.uk/research/cris/cris_projectsdetails?ID=1413,The profile of alcohol use in suicidal crisis (Place of Safety),John Robins,Research,14-Nov-19,References :,"Over half of the people who receive crisis care at the SLaM Place of Safety following a suicide attempt are intoxicated with alcohol. This project will identify different patterns of alcohol use in this group of service users, and the clinical profiles and care pathways which are most associated with repeated use of emergency psychiatric care, and premature death."
1616688062-34736,https://projects.slam.nhs.uk/research/cris/cris-projects?pageno=38&txtName=&txtProjectTitle=&txtLaySummary=&txtCommitteeApprovalDecisionDateFrom=&txtCommitteeApprovalDecisionDateTo=,"Autism, Ethnicity and Immigration",https://projects.slam.nhs.uk/research/cris/cris_projectsdetails?ID=490,"Autism, Ethnicity and Immigration",Claudio Di Lorito,Research,28-Jan-13,References :,"This project will investigate whether a correlation exists between Autism Spectrum Disorder in children and the
immigration status of the mother, and will compare ethnic backgrounds of children affected by Autism Spectrum Disorders referred to SLaM services and access to clinical and educational services."
1616688978-35098,https://projects.slam.nhs.uk/research/cris/cris-projects?pageno=2&txtName=&txtProjectTitle=&txtLaySummary=&txtCommitteeApprovalDecisionDateFrom=&txtCommitteeApprovalDecisionDateTo=,Ascertaining new psychotic symptoms from text fields in CRIS - thought interference and passivity,https://projects.slam.nhs.uk/research/cris/cris_projectsdetails?ID=1418,Ascertaining new psychotic symptoms from text fields in CRIS - thought interference and passivity,Robert Stewart,Research,14-Nov-19,References :,The symptoms people experience tend to be recorded in text fields in CRIS and considerable progress has been made in the last few years in developing programs to ascertain when these are reported. The proposed work will extend the symptoms of psychosis that we are currently able to capture to include symptoms of thought interference (a person feeling that their thoughts are being inserted or withdrawn by an external agency) and passivity (a person's belief that their movements are being controlled externally).
1616688916-35073,https://projects.slam.nhs.uk/research/cris/cris-projects?pageno=4&txtName=&txtProjectTitle=&txtLaySummary=&txtCommitteeApprovalDecisionDateFrom=&txtCommitteeApprovalDecisionDateTo=,Using machine learning to predict the likelihood of depression relapse,https://projects.slam.nhs.uk/research/cris/cris_projectsdetails?ID=1338,Using machine learning to predict the likelihood of depression relapse,Lesley Dwyer,Research,28-Mar-19,References :,Some people have recurring episodes of depression and others do not. This project will investigate if machine learning (computer algorithms to identify patterns in data) can be used to determine the likelihood that a patient will experience a relapse/recurrence of depression within a given time frame following remission.
1616689005-35109,https://projects.slam.nhs.uk/research/cris/cris-projects?pageno=1&txtName=&txtProjectTitle=&txtLaySummary=&txtCommitteeApprovalDecisionDateFrom=&txtCommitteeApprovalDecisionDateTo=,Health outcomes for  vascular surgical patients who had contact with South london & Maudsley NHS Foundation Trust,https://projects.slam.nhs.uk/research/cris/cris_projectsdetails?ID=1442,Health outcomes for  vascular surgical patients who had contact with South london & Maudsley NHS Foundation Trust,Marvey Ghani,Research,17-Dec-19,References :,"This project will investigate mortality rates, length of stay and hospital readmission rates among patients with mental health conditions and those without who have had vascular surgery."
1616688379-34861,https://projects.slam.nhs.uk/research/cris/cris-projects?pageno=25&txtName=&txtProjectTitle=&txtLaySummary=&txtCommitteeApprovalDecisionDateFrom=&txtCommitteeApprovalDecisionDateTo=,"Conversion Disorder in the 21st Century: Prevalence, Consequences and Cognitive Models",https://projects.slam.nhs.uk/research/cris/cris_projectsdetails?ID=755,"Conversion Disorder in the 21st Century: Prevalence, Consequences and Cognitive Models",Nicola O'Connell,Research,03-Nov-14,References :,The objective is to conduct a descriptive study of patients with conversion disorder – this will attempt to establish the prevalence and sociodemographic correlates of the disorder  and care pathways experienced.
1616688006-34714,https://projects.slam.nhs.uk/research/cris/cris-projects?pageno=40&txtName=&txtProjectTitle=&txtLaySummary=&txtCommitteeApprovalDecisionDateFrom=&txtCommitteeApprovalDecisionDateTo=,REFOCUS Interrupted Time Series Analysis of Case Notes,https://projects.slam.nhs.uk/research/cris/cris_projectsdetails?ID=445,REFOCUS Interrupted Time Series Analysis of Case Notes,Mary Leamy,Research,15-Feb-11,References :,"This study aims to use data in CRIS to assess whether a reduction in the proportion of staff doing something for patients (with a corresponding increase in the proportion of self-managed care indicated by the patient doing something for themselves and shared care indicated by the patient and staff doing something together) is associated with an increased recovery focus. In addition, it will assess whether an increase in the number of entries about an individual’s values and treatment preferences, strengths and community resources, and personally valued goals, is associated with an increased recovery focus and an indication of fidelity to the REFOCUS RCT intervention."
1616688739-35004,https://projects.slam.nhs.uk/research/cris/cris-projects?pageno=11&txtName=&txtProjectTitle=&txtLaySummary=&txtCommitteeApprovalDecisionDateFrom=&txtCommitteeApprovalDecisionDateTo=,Early intervention in psychosis: cost-effectiveness and fidelity to best practice,https://projects.slam.nhs.uk/research/cris/cris_projectsdetails?ID=1137,Early intervention in psychosis: cost-effectiveness and fidelity to best practice,Joseph Botham,Research,17-Oct-17,References :,This project will evaluate the cost-effectiveness of early intervention in psychosis services in relation to best practice fidelity in service delivery.
1616688106-34752,https://projects.slam.nhs.uk/research/cris/cris-projects?pageno=36&txtName=&txtProjectTitle=&txtLaySummary=&txtCommitteeApprovalDecisionDateFrom=&txtCommitteeApprovalDecisionDateTo=,Obtaining Specific Samples from Biobank for the UK10K Project,https://projects.slam.nhs.uk/research/cris/cris_projectsdetails?ID=526,Obtaining Specific Samples from Biobank for the UK10K Project,Jithani (Myanthi) Amarasinghe,Research,14-Oct-11,References :,This study will attempt to link specific samples obtained with informed consent from Biobank participants to CRIS record-derived data.
1616688805-35029,https://projects.slam.nhs.uk/research/cris/cris-projects?pageno=9&txtName=&txtProjectTitle=&txtLaySummary=&txtCommitteeApprovalDecisionDateFrom=&txtCommitteeApprovalDecisionDateTo=,Prevalence of Down Syndrome Disintegrative Disorder (DSDD) Among Children and Young Adults with Down’s Syndrome,https://projects.slam.nhs.uk/research/cris/cris_projectsdetails?ID=1242,Prevalence of Down Syndrome Disintegrative Disorder (DSDD) Among Children and Young Adults with Down’s Syndrome,Anoushka Tauk,Research,23-May-18,References :,Down Syndrome Disintegrative Disorder (DSDD) is a rare clinical condition. We seek to determine prevalence within the local population and understand possible causes of the disorder and ways in which it presents.
1616688367-34857,https://projects.slam.nhs.uk/research/cris/cris-projects?pageno=26&txtName=&txtProjectTitle=&txtLaySummary=&txtCommitteeApprovalDecisionDateFrom=&txtCommitteeApprovalDecisionDateTo=,Mental and Physical Health in Lambeth,https://projects.slam.nhs.uk/research/cris/cris_projectsdetails?ID=746,Mental and Physical Health in Lambeth,Charlotte Woodhead,Audit,24-Oct-14,"References :
                            Cardiovascular disease treatment among severe mental illness patients: a data linkage Study Hotopf.M.H., Woodhead.C., Ashworth.M., Broadbent.M., Callard.F.J., Schofield.P., Soncul.M., Stewart.R.J.,& Henderson.M. 26 Jan 2016 In: British Journal of General Practice. P 1-16 INPRESS
https://kclpure.kcl.ac.uk/portal/en/publications/cardiovascular-disease-treatment-among-severe-mental-illness-patients-a-data-linkage-study(c3a14015-e01c-408c-a8ae-e2dfd09cc7e6).html","We wish to carry out a series of database studies looking at physical health care delivery to people with severe mental illness (SMI). In particular, we are interested in comparing the physical health care of patients in Lambeth, South East London who are either cared for solely in primary care, solely under the care of psychiatrists (secondary care) or cared for in both settings. We wish to extract primary care data (from the Lambeth DataNet database) and link this to psychiatric data from South London and Maudsley hospital (SLaM) (using data from CRIS, the Case Register Interactive Search system database) to create an anonymised dataset for a health inequality audit. Specifically, in order to: a) verify diagnoses and b) chart patients’ physical health care in both primary and secondary care settings."
1616688476-34900,https://projects.slam.nhs.uk/research/cris/cris-projects?pageno=22&txtName=&txtProjectTitle=&txtLaySummary=&txtCommitteeApprovalDecisionDateFrom=&txtCommitteeApprovalDecisionDateTo=,Investigating the impact of co-morbid HIV & Severe Mental Disorders (SMDs),https://projects.slam.nhs.uk/research/cris/cris_projectsdetails?ID=867,Investigating the impact of co-morbid HIV & Severe Mental Disorders (SMDs),Rosie Mayston,Research,04-Sep-15,References :,Very little is known about how living with HIV/AIDS and severe mental disorder (SMD) affects people’s health. Through our initial projects we have established the feasibility of identifying a cohort of people living with HIV using CRIS data. We have developed a collaborative group which includes mental health and HIV clinicians as well as health services researchers to investigate a series of research questions about the impact of living with HIV and SMD.
1616688499-34909,https://projects.slam.nhs.uk/research/cris/cris-projects?pageno=21&txtName=&txtProjectTitle=&txtLaySummary=&txtCommitteeApprovalDecisionDateFrom=&txtCommitteeApprovalDecisionDateTo=,Markers of hospitalisation patterns according to dementia severity,https://projects.slam.nhs.uk/research/cris/cris_projectsdetails?ID=888,Markers of hospitalisation patterns according to dementia severity,Usha Gungabissoon,Research,15-Oct-15,References :,"There is little information available from routine healthcare data resources on the stages of deterioration in dementia (mild, moderate and severe) and/or the duration of each stage, despite the very large numbers of people affected and their importance for health and social care costs. This study aims to develop a mechanism to determine stage of and progression of dementia in clinical records databases based on comorbidities and patterns of primary/acute care service use."
1616688939-35082,https://projects.slam.nhs.uk/research/cris/cris-projects?pageno=3&txtName=&txtProjectTitle=&txtLaySummary=&txtCommitteeApprovalDecisionDateFrom=&txtCommitteeApprovalDecisionDateTo=,Exploring the impact of welfare benefit changes on referrals to secondary mental health in learning disability (MHLD) services.,https://projects.slam.nhs.uk/research/cris/cris_projectsdetails?ID=1354,Exploring the impact of welfare benefit changes on referrals to secondary mental health in learning disability (MHLD) services.,Noshin Yasmin,Research,06-Jun-19,References :,"The welfare benefit system has undergone significant change. There are concerns that these changes are adversely impacting individuals with intellectual disabilities and mental health illnesses. This project examines the referrals to mental health in learning disability services, before and after welfare benefit changes, to evaluate if there have been any changes in the reasons for referrals for this support and, specifically, if there is a change in the number of referrals relating to benefit issues."
1616689002-35108,https://projects.slam.nhs.uk/research/cris/cris-projects?pageno=1&txtName=&txtProjectTitle=&txtLaySummary=&txtCommitteeApprovalDecisionDateFrom=&txtCommitteeApprovalDecisionDateTo=,Ascertaining symptom profile changes following a depression diagnosis,https://projects.slam.nhs.uk/research/cris/cris_projectsdetails?ID=1438,Ascertaining symptom profile changes following a depression diagnosis,Rob Stewart,Research,17-Dec-19,References :,"People receiving a diagnosis of depression clearly have a wide range of different outcomes, and routine health records may help to define these over very large populations. This project will investigate new ways to look for patterns in symptom changes over the 3 years after diagnosis."
1616688428-34881,https://projects.slam.nhs.uk/research/cris/cris-projects?pageno=23&txtName=&txtProjectTitle=&txtLaySummary=&txtCommitteeApprovalDecisionDateFrom=&txtCommitteeApprovalDecisionDateTo=,Clinical Risk Factors for Clozapine Induced Neutropenia and Agranulocytosis,https://projects.slam.nhs.uk/research/cris/cris_projectsdetails?ID=811,Clinical Risk Factors for Clozapine Induced Neutropenia and Agranulocytosis,John Lally,Research,20-Mar-15,"References :
                            https://kclpure.kcl.ac.uk/portal/en/publications/sodium-valproate-and-clozapine-induced-neutropenia(c1f24918-824f-4973-944e-87995158bf71).html",The use of clozapine is associated with a rare but unpredictable decrease in the number of white blood cells in your body (neutropenia) or can cause them to become very low or absent (agranulocytosis). This study will investigate potential predictors of this side-effect.
1616688693-34986,https://projects.slam.nhs.uk/research/cris/cris-projects?pageno=13&txtName=&txtProjectTitle=&txtLaySummary=&txtCommitteeApprovalDecisionDateFrom=&txtCommitteeApprovalDecisionDateTo=,QT intervals in psychosis,https://projects.slam.nhs.uk/research/cris/cris_projectsdetails?ID=1053,QT intervals in psychosis,Urooj Irshad,Research,07-Mar-17,References :,This project aims to assess whether there is a relationship between the QT interval on ECG records and risk of death in people with psychosis
1616688097-34749,https://projects.slam.nhs.uk/research/cris/cris-projects?pageno=37&txtName=&txtProjectTitle=&txtLaySummary=&txtCommitteeApprovalDecisionDateFrom=&txtCommitteeApprovalDecisionDateTo=,An Evaluation of the Reports of Patient Violence in Psychosis Care Giving Relationships,https://projects.slam.nhs.uk/research/cris/cris_projectsdetails?ID=509,An Evaluation of the Reports of Patient Violence in Psychosis Care Giving Relationships,Juliana Onwumere,Research,04-Jul-13,References :,"The aim of the project is to determine the extent to which patient initiated violence is recorded in PJS,  focusing on service users with psychosis who are inpatients and have carers."
